disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,totalInspected,totalInspectedWithNoDamage,totalWithModerateDamage,totalWithMajorDamage,totalWithSubstantialDamage,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
4116,Flood,IL,Cook (County),HOMEWOOD,60430,61,59,25,21,2,11,36,106200,0,83561,22639,35,1,0,0,b2d89ead086ede5bda82a61fc7235147,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60638,62,58,36,16,0,6,29,81786,0,59692,22094,28,1,0,0,dfad3e9f57411974f3ce09adf1c977d3,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60643,896,861,511,328,5,17,466,1134805,5019,831959,297828,452,14,0,0,f2d2f7c8c1e54aa112d54c423b66f4ec,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),DES PLAINES,60016,161,144,58,66,7,13,100,327953,0,196869,131084,97,3,0,0,dffdecd8dcd6f9e09afc78c6979729b6,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MELROSE PARK,60160,118,115,65,27,0,23,73,170731,0,52470,118261,73,0,0,0,cc2cb033cf353824d1a6f52cb77bf717,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60655,12,9,5,3,0,1,3,4864,0,4804,60,3,0,0,0,028a4edcc9d4bd5a783ef80464a0e3e8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),EVANSTON,60203,3,2,1,1,0,0,1,3302,0,3302,0,1,0,0,0,72a5a96b72aeb63b963803568e2fde4b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),BELLWOOD,60104,509,469,210,132,8,119,323,1214859,0,668141,546718,305,17,1,0,8c2801a666ee4f0bdb4a2028380021f2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),EVERGREEN PK,60805,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36768d83d914b4e41bcdbec1f75c0468,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60661,2,0,0,0,0,0,1,4965,0,0,4965,1,0,0,0,4d13d4ac8ce50277fe9ccec5784adea7,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),FLOSSMOOR,60422,26,25,7,8,1,9,16,68902,0,57731,11171,14,2,0,0,0d3d717c8c689d3811b5028203ed331c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60621,963,917,610,260,6,41,465,1230866,0,832784,398082,440,24,1,0,32aec38fb69ad8da5dcec93001ecb9c2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MARKHAM,60428,232,226,152,55,4,15,100,298197,0,236552,61645,95,5,0,0,ba2dce434910e146d073fe51ae9ac2fe,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60649,454,416,356,53,3,4,122,297884,0,213623,84261,113,8,1,0,48f49c5bf4d2abe6d650d7dbab268977,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HARVEY,60426,873,851,560,222,12,57,448,1026792,0,744917,281876,436,11,1,0,d952d71d1b2577d1a776a86aef655e01,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HAZEL CREST,60429,264,249,141,75,2,31,135,448312,0,356055,92257,124,11,0,0,6a87e3a9db4144f2bfac35fbe9206af6,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60632,87,80,49,17,0,14,39,159355,0,95742,63613,36,3,0,0,6b5f44c016249dbbda245234113002f8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60666,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7e62f0e0536125067bc2bada67ab3b60,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),FORD HEIGHTS,60411,71,70,35,29,1,5,40,116137,0,92827,23310,38,2,0,0,cdfaa4af08e66f71825f38cbbd82df86,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ELGIN,60120,10,10,9,1,0,0,1,185,0,0,185,1,0,0,0,a7a30b3bcd2d5e404a93f94035a94621,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO RIDGE,60415,4,4,4,0,0,0,3,3065,0,0,3065,3,0,0,0,560f4f06008a2eac7394dc7ac3bc18e0,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),GLENVIEW,60025,12,11,7,1,1,2,3,2531,0,1932,599,3,0,0,0,a676ecaa8a441cb1a43d0f0481ae2a5b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LANSING,60438,175,157,107,27,0,23,76,164805,0,84481,80325,75,1,0,0,e584babb6283d0c729a0fdc0ed356797,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MARKHAM,60426,10,10,5,4,0,1,5,8086,0,7956,130,5,0,0,0,543b2c1ca738d550ea4812d40c1ea314,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MC COOK,60525,1,0,0,0,0,0,1,620,0,0,620,1,0,0,0,f5a2d553556e8011cf590969a4162d5c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MOUNT PROSPECT,60056,9,7,4,3,0,0,2,4674,0,1932,2742,2,0,0,0,6e2374c2f362bf07a7fa23431073a54f,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NORTHFIELD,60093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,db06fbd9130ff04b3c588e570a119554,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),OAK PARK,60302,20,19,17,2,0,0,7,18487,0,9078,9409,7,0,0,0,21f5b309b4b2d80e18b458e478aec3e5,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ORLAND PARK,60467,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,335d0c9e1ef6bc847429fee185da8cc0,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HARVEY,60428,2,1,1,0,0,0,1,3284,0,0,3284,1,0,0,0,698efba0aba3f039e27bc09aaf0c9029,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HICKORY HILLS,60457,7,5,5,0,0,0,2,3074,0,0,3074,2,0,0,0,d987fa90d87ee1ea4f08930e35a2d60b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),JUSTICE,60458,33,22,22,0,0,0,7,5017,0,0,5017,7,0,0,0,21247265c85c2344800279c02354ba73,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LINCOLNWOOD,60712,28,28,15,6,0,7,13,28824,0,21006,7818,13,0,0,0,1b5f7bf0ddf6769d6855e564e318054b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MATTESON,60443,85,83,43,33,2,5,43,107327,0,87978,19349,43,0,0,0,18ed12f8e6b9d741f02786603282e393,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MELROSE PARK,60164,21,20,13,5,0,2,12,19962,0,6132,13830,12,0,0,0,5ce2c58cd5ad3dbeb0dcb8b7a70a32f8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NILES,60714,29,20,14,4,1,1,8,9225,0,6132,3093,8,0,0,0,329fc194132fd5ccafbcd9b81379bfe0,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PARK RIDGE,60068,39,25,15,6,0,4,10,27315,0,9284,18031,10,0,0,0,3f799c0d536c234ab62c884513f21f08,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),RICHTON PARK,60471,126,118,86,28,2,2,38,94230,0,76050,18180,38,0,0,0,7644b568d34288526959e3fda6ff389c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ROBBINS,60472,93,90,60,25,4,1,47,113651,0,79181,34470,46,1,0,0,d90fc77bc078029b439e76fe325d1ce3,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60173,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,d08ccc194f56f33e0d6bd0867d6e16c6,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SKOKIE,60076,87,68,45,16,0,7,33,86064,0,27270,58794,33,0,0,0,d3aa0d64a521a1a852fd34a2ea676bbb,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PALATINE,60074,3,2,2,0,0,0,1,300,0,0,300,1,0,0,0,2eb7056f4640b4dd4483c424ef748ee7,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),THORNTON,60476,6,6,2,3,0,1,3,12233,0,11634,599,3,0,0,0,1915eecd1769e7edd2fe6c48b09c2e1c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NORTH RIVERSIDE,60546,6,6,5,1,0,0,2,1972,0,0,1972,2,0,0,0,68662ada01b6e363e1d944cebd0b0902,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),OLYMPIA FIELDS,60461,18,17,10,4,0,3,6,22805,0,19689,3116,6,0,0,0,b6ce60324d5363bce73ef191ff02e3c7,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),RIVER FOREST,60305,9,9,6,3,0,0,4,8549,0,8062,487,4,0,0,0,62f58d5c221a803347e5b78b010e3ca2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),STICKNEY,60402,4,4,3,1,0,0,3,4453,0,2462,1991,3,0,0,0,6771ecf2e3ebfafe74ae1e215faf2e12,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PHOENIX,60426,59,57,36,12,3,6,25,56435,0,45211,11224,24,1,0,0,47cf43accde09cb449804fde596f15db,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ROSELLE,60172,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4c87f69d620bb49e7ebdab445b1f626b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60194,9,8,6,2,0,0,3,13121,0,12321,800,3,0,0,0,23f873d6e626321adfd73c25953f7dad,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,16,15,11,4,0,0,8,10774,0,8258,2516,8,0,0,0,9f75bd276f0e615de6f530f91bd5c35a,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),WHEELING,60090,11,10,7,3,0,0,4,6493,0,5722,771,4,0,0,0,ec32ed94651201d863d04212a151d456,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),STREAMWOOD,60107,11,11,6,5,0,0,4,9498,0,9426,72,4,0,0,0,7b68d328aa1611524c0273652f0ca502,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),TINLEY PARK,60487,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31ab35bbc9d0d2b7c7c66a027538737a,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),WINNETKA,60093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33a3b17f95508e63af19682b3fb4a455,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60644,1,1005,646,236,1,122,488,1652022,0,1025332,626690,454,34,0,0,f8479f6b4255166d8835cb6f6d391afd,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60651,948,919,627,226,9,57,490,1481284,257,878973,602054,460,29,1,0,e831c68c347a9224d0484049e9c063cc,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60656,22,21,15,4,0,2,11,19458,0,9358,10100,11,0,0,0,4ef812c3079e37cd64ca84efbadeeb91,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60707,30,27,17,5,0,5,21,49035,0,32452,16583,20,1,0,0,7961bab7a16945055a6b2f16a03e5482,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CICERO,60804,119,114,71,38,0,5,70,248915,0,104482,144433,66,4,0,0,c69bf2d7b16f76518dd34190ef3d75a4,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60607,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0a9ac5e5912b9c291c22b851f100ac46,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60613,5,5,2,2,0,1,4,11652,0,5192,6460,4,0,0,0,ca6f84747b6a2dfcb6f9068a2cb990fb,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60618,45,37,29,7,0,1,16,32001,0,9056,22945,16,0,0,0,e074527604a8f145c28a1b7a9adb5943,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60623,700,680,429,188,14,49,352,1430424,0,1021849,408575,315,36,1,0,f85d9b03d88a04c9ab7f14dd72975cac,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60629,678,628,439,140,10,39,361,966946,1724,623385,341838,340,21,0,0,02ca327efd9cf04f60fd8d683620cdc4,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60634,52,47,23,15,1,8,33,90373,0,56278,34095,32,1,0,0,9e69a8b99c3f9b8e6ef5ebe68f5f0eb9,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),DES PLAINES,60018,19,15,9,6,0,0,8,24754,0,14660,10094,8,0,0,0,573f27c670a3fa06cb4c59e74c577c0f,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ELK GROVE VILLAGE,60007,3,3,2,1,0,0,2,3619,0,1932,1687,2,0,0,0,8c6c133744510b10f038c1e6d1e84f6c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),EVANSTON ,60202,1,1,1,0,0,0,1,1142,0,0,1142,1,0,0,0,403bbe954bfaeee3b1acc8062dfdd9e3,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),FOREST PARK,60130,58,51,42,6,0,3,17,60174,0,44650,15524,15,2,0,0,a259a7b69f2b478e116827239f9e74d7,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),GLENVIEW,60026,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4b663f7b6f33d8904c658784d4ce0526,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60640,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7acc0abb09c26a177566ad69e555bc89,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60645,36,32,25,5,1,1,13,35956,0,15173,20783,13,0,0,0,bbbf1eaccd7ac06b21c4888f5ebdbb6e,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60652,204,194,85,103,0,6,119,336275,0,251621,84654,116,3,0,0,234a7bfeb33ff681c18b004b94aeecf1,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60659,24,21,20,1,0,0,5,3752,0,0,3752,5,0,0,0,3ab5a616fd984bca4b7b6aca160d4aa8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60827,137,120,89,24,0,7,48,113964,0,73363,40601,48,0,0,0,43988707d142232dfdb39700691e533b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),COUNTRY CLUB HILLS,60478,211,201,82,65,2,52,127,443124,0,348395,94729,119,6,2,0,c4198c3b5b1e8052b823bff56e90a92a,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),DES PLAINES APT GS,60016,1,1,0,0,0,1,1,9006,0,1932,7074,1,0,0,0,6b779ff27dd5fd9f9a431b665075ec95,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ELMWOOD PARK,60707,31,27,17,4,1,5,13,43760,0,17878,25882,13,0,0,0,d94556f088104032c2a3303e18123fde,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HARVEY,60437,1,1,0,1,0,0,1,1930,0,1630,300,1,0,0,0,7ac9200e4acc324e6cd8029e1727c72c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HILLSIDE,60162,117,114,50,29,6,29,72,300925,0,129261,171665,66,6,0,0,078806b41ce608427411c39ea12f3922,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LA GRANGE,60525,10,9,6,3,0,0,7,10894,0,8260,2634,7,0,0,0,38b5169a3cbc893432719d241a7626be,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LYNWOOD,60411,57,52,31,16,0,5,26,86292,0,79248,7044,23,3,0,0,e3dd5bdd3eaa5965b9e417b02055e8e2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MAYWOOD,60153,526,503,276,142,2,83,294,956244,0,597860,358384,274,18,2,0,d4383e3388ade0436582b7d62a40fd52,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MIDLOTHIAN,60445,33,28,19,6,3,0,16,34267,0,25796,8471,16,0,0,0,5cbf5f2d5bd384091612486e056b2d1c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NORRIDGE,60706,11,9,7,2,0,0,3,5320,0,2462,2858,3,0,0,0,0f93e3cfa74a4d7ea4c11a30fb80f96b,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),OAK FOREST,60452,15,14,10,3,0,1,8,20193,0,15636,4557,8,0,0,0,c6024fb073205d3ded4b77a136d398d1,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ORLAND HILLS,60487,7,6,5,0,0,1,2,25900,1964,23314,622,0,2,0,0,67aec63abbd96478710a5b9d9e5651d8,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),EVERGREEN PARK,60805,44,41,25,9,0,7,18,61438,0,40711,20727,17,1,0,0,f23cc6af49dbd53b22d0a96bcdb9fe28,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),FOREST VIEW,60402,18,13,3,3,6,1,10,26011,0,14248,11763,10,0,0,0,4a1a8c62e17a955fdeee78a30bad2d01,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),GLENWOOD,60425,68,64,33,22,3,6,38,83275,0,55016,28259,37,1,0,0,b287e1d3240a07c765fd92fa4c2236cf,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HARWOOD HEIGHTS,60706,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18521febc57e91b0fd14197cdfdcf4e1,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PALOS HILLS,60465,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6cbbe9bdb11c2e770f4d27d41321abb6,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),POSEN,60469,33,31,20,8,1,2,20,32113,0,22488,9625,20,0,0,0,d3b43013d5110d7a66bb0566e8dc42da,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),RIVER GROVE,60171,22,21,12,4,2,3,11,44474,0,27442,17032,10,1,0,0,bb9219587a03dbd952ec3a3743d7a444,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ROSEMONT,60018,4,4,4,0,0,0,3,2805,0,0,2805,3,0,0,0,8c0cbd4203d6346cb59e6ea3a0abd853,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),S CHICAGO HTS,60411,1,1,1,0,0,0,1,654,0,0,654,1,0,0,0,1ccd0af1f6915a7eda2def61cc0016ad,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SOUTH HOLLAND,60473,266,257,153,71,6,27,137,430608,0,339482,91126,129,6,2,0,825e7ec61bb3e21cb104688ffac23915,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SUMMIT,60501,7,7,5,2,0,0,6,17383,0,10974,6409,6,0,0,0,cc13b5c99bb4dbbd02596ae32249ffc7,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),UNIVERSITY PARK,60484,8,8,4,3,0,1,4,6497,0,6132,365,4,0,0,0,337490133f30ee8efd60c0b84812a94d,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),WORTH,60482,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,c807e3659ff4b0835927fa88160037ef,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MT PROSPECT,60056,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2dca58cc050d1abe11bbf1cc98931825,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NORTHLAKE,60164,24,20,11,7,0,2,12,35608,0,21420,14188,11,1,0,0,abf0e67b6949d11566809a0bc8b2952f,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),OAK PARK,60304,18,16,11,2,1,2,4,11426,0,4092,7334,4,0,0,0,7544ff2ea6029bb28d70bfff6ee63e02,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PALATINE,60067,2,2,2,0,0,0,2,1203,0,0,1203,2,0,0,0,bd5abff477c8c9881768954d6a280feb,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PEORIA,61603,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9870fa1ffbda4462a4a8831e75b2dd0c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),RIVERDALE,60827,430,411,292,97,3,19,205,626957,0,440720,186237,190,13,2,0,ef2ea9d94bc5f5805626c54de3a87432,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ROLLING MEADOWS,60008,3,3,3,0,0,0,1,2590,0,1932,658,1,0,0,0,73ed0a84848fadea49ebd24489704893,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60193,1,1,0,1,0,0,1,1932,0,1932,0,1,0,0,0,0f8d50b40758c751131dee867e30b520,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SKOKIE,60077,58,52,37,8,0,7,22,40668,0,22143,18525,22,0,0,0,99e9c9865c8cd67ef677cb6a6bc5f082,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),STONE PARK,60165,64,58,24,14,6,14,40,233058,0,78460,154598,34,6,0,0,9cce25d29e340245b301f4d8013f9288,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),TINLEY PARK,60477,5,5,4,1,0,0,3,3259,0,2462,797,3,0,0,0,367c7b1643103846a21649f6dd7a84e2,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),WILMETTE,60091,14,12,7,4,0,1,3,4138,0,2462,1676,3,0,0,0,b5a73c34e9ca282a5b9fd929ae5d4ae1,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),HOFFMAN ESTATES,60169,12,11,11,0,0,0,2,4890,0,0,4890,2,0,0,0,5d5924e1b4c693b1037ac669d1a661c9,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LA GRANGE PARK,60526,11,9,7,1,0,1,5,5509,0,3562,1947,5,0,0,0,595a0bbbe824c2da05f7176e87690d5e,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),LYONS,60534,10,8,3,4,0,1,7,20829,0,11660,9169,7,0,0,0,9eae7ebd19b2e385315797fdf0dd9e26,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MAYWOOD,60155,1,1,1,0,0,0,1,265,0,0,265,1,0,0,0,049216348fb32ccde37f49b60409336a,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),MORTON GROVE,60053,5,5,3,1,0,1,1,2462,0,2462,0,1,0,0,0,c1f51918f89b91cccb7354417c441005,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),NORTHBROOK,60062,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,fd35b568b2a2a223aad98829bdae13a5,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),OAK LAWN,60453,28,26,18,6,0,2,8,17922,0,11258,6664,8,0,0,0,ddabd0a65754479f3b1a99154cd62827,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),ORLAND PARK,60462,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1eaae3d014361168ea994c4414b9a0fe,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PARK FOREST,60466,209,195,132,55,0,8,85,248022,0,193560,54462,82,3,0,0,c5724f21ddc1952d82869242fdd63336,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),PROSPECT HEIGHTS,60070,5,2,2,0,0,0,1,331,0,0,331,1,0,0,0,dbf8cb36121a30c58813bfd03b66c0cd,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),RIVERSIDE,60546,40,35,17,5,4,9,21,78104,0,30354,47750,21,0,0,0,d0639e84af6867d26e2924d277d77ffc,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SAUK VILLAGE,60411,192,184,113,58,0,13,101,276088,0,215034,61054,97,3,1,0,1953806e91f2339e31435163d6287166,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SCHILLER PARK,60176,23,21,15,3,0,3,14,30328,0,11518,18810,14,0,0,0,7ca4b735908222b01f52c44f3e44a002,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),STEGER,60475,16,13,5,5,0,3,8,18861,0,9198,9663,8,0,0,0,4b7e4801f7a796e5a09f1077d79aff4c,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),SUMMIT ARGO,60501,16,16,10,4,1,1,12,30029,0,11518,18511,12,0,0,0,c9f8cfbabc2e90d90a004f576422bfad,2015-03-02T18:42:55 +00:00
4116,Flood,IL,Cook (County),WESTCHESTER,60154,91,84,49,24,2,9,46,135872,508,73685,61679,44,2,0,0,7b82a044004abae22395448f9958f2a3,2015-03-02T18:42:55 +00:00
