disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,totalInspected,totalInspectedWithNoDamage,totalWithModerateDamage,totalWithMajorDamage,totalWithSubstantialDamage,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh,declarationDate,title,incidentBeginDate,incidentEndDate
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60653.0,37.0,36.0,36.0,0.0,0.0,0.0,8.0,23085.0,0.0,11490.0,11595.0,7.0,1.0,0.0,0.0,1a1626cc0fdc73a0ac913280dbb4b16b,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,487.0,470.0,470.0,0.0,0.0,0.0,194.0,475610.0,0.0,294524.0,181086.0,185.0,8.0,1.0,0.0,1c6968716a1ba9bebefd107cae1ffbaa,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,629.0,606.0,606.0,0.0,0.0,0.0,208.0,407369.0,2661.0,278302.0,126407.0,202.0,6.0,0.0,0.0,df6b0a7df9acd84dfe0167b5f390901f,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,58.0,56.0,56.0,0.0,0.0,0.0,24.0,64631.0,0.0,33184.0,31447.0,23.0,1.0,0.0,0.0,0ea17e6fd7829ffc35c3c44a42c109da,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,151.0,143.0,143.0,0.0,0.0,0.0,58.0,151200.0,0.0,52553.0,98647.0,55.0,3.0,0.0,0.0,697b21ff73f42a810f6fa0b69290b636,2014-11-20T15:22:28 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60608.0,54.0,45.0,29.0,8.0,1.0,7.0,24.0,96966.0,0.0,49598.0,47368.0,22.0,2.0,0.0,0.0,3e4be2fc54e27174bd14a7901c139c4c,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60612.0,283.0,263.0,190.0,49.0,1.0,23.0,122.0,349872.0,0.0,229499.0,120373.0,114.0,7.0,1.0,0.0,d27393e84379a5e110cd0f677c082200,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60619.0,1.0,1409.0,836.0,487.0,9.0,77.0,750.0,2033186.0,0.0,1347723.0,685463.0,721.0,27.0,2.0,0.0,6cb42c5d9fb2c1e43a145610bcfce766,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60622.0,31.0,28.0,23.0,4.0,0.0,1.0,15.0,22261.0,0.0,9814.0,12447.0,15.0,0.0,0.0,0.0,16a01ae181152c4c1febfba369f91005,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60636.0,1.0,1279.0,814.0,295.0,7.0,163.0,641.0,1855681.0,1192.0,1327683.0,526806.0,606.0,35.0,0.0,0.0,8704046c5196fd702f1ec0de7c3a7a36,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60639.0,280.0,276.0,138.0,105.0,4.0,29.0,188.0,867134.0,0.0,539317.0,327817.0,166.0,19.0,3.0,0.0,4d7e5850bffea461001a66ea017b9fbb,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60653.0,253.0,236.0,161.0,45.0,0.0,30.0,126.0,383483.0,0.0,254683.0,128800.0,118.0,7.0,1.0,0.0,dd1f9c12fb7f32efb73a0249f282882c,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60604.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,faf2d20e437614f3bdaabfd04f295699,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60633.0,69.0,65.0,33.0,25.0,0.0,7.0,41.0,135632.0,0.0,104471.0,31161.0,38.0,3.0,0.0,0.0,6d64736f5c7345e298748f09bb41f0c8,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60646.0,13.0,12.0,9.0,2.0,0.0,1.0,6.0,28069.0,0.0,14365.0,13704.0,5.0,1.0,0.0,0.0,e73635783eb22fa0006d75a44700a907,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60625.0,54.0,48.0,28.0,11.0,2.0,7.0,29.0,153105.0,0.0,40739.0,112366.0,22.0,7.0,0.0,0.0,06b624cdac0f4e536f844e0afd232f6f,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60654.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9298cdcdb19bc42b3bc68b703cc44667,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60615.0,158.0,141.0,86.0,47.0,0.0,8.0,68.0,193346.0,0.0,129888.0,63458.0,64.0,4.0,0.0,0.0,0476608631d979451af15ea24e876cfe,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60642.0,12.0,12.0,12.0,0.0,0.0,0.0,3.0,1838.0,0.0,0.0,1838.0,3.0,0.0,0.0,0.0,7b1168371a80db20dc98a2e2a8953789,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60624.0,803.0,781.0,465.0,242.0,7.0,67.0,413.0,1592944.0,0.0,1054889.0,538055.0,374.0,37.0,2.0,0.0,f5d6f2aff6d5d492ee7830d11176fdc9,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60614.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,2048.0,0.0,0.0,2048.0,2.0,0.0,0.0,0.0,91d9dfeb151b72304f818c44b6899f95,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60617.0,952.0,914.0,623.0,246.0,4.0,41.0,407.0,1000512.0,0.0,663851.0,336661.0,393.0,14.0,0.0,0.0,0970a963eb839f34e8bb8dbdfa26ff02,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60630.0,36.0,32.0,19.0,6.0,0.0,7.0,14.0,43206.0,0.0,20112.0,23094.0,14.0,0.0,0.0,0.0,327a232e7b04d71f29e92a9b15d57484,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60660.0,8.0,8.0,7.0,1.0,0.0,0.0,1.0,3701.0,0.0,2872.0,829.0,1.0,0.0,0.0,0.0,23fb576878e87c2eed64eba39337e3b9,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60626.0,40.0,35.0,25.0,9.0,0.0,1.0,20.0,26045.0,0.0,11820.0,14225.0,20.0,0.0,0.0,0.0,3b2d4007ef6d7481421a95daffe160f3,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60631.0,30.0,19.0,11.0,3.0,1.0,4.0,13.0,27279.0,0.0,8184.0,19095.0,13.0,0.0,0.0,0.0,f32b395765ff9ca631fd17434a25ab33,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60616.0,25.0,21.0,17.0,2.0,0.0,2.0,9.0,20769.0,0.0,5192.0,15577.0,9.0,0.0,0.0,0.0,41b4082c87dc90ff8e2a64036257df9d,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60609.0,512.0,492.0,333.0,117.0,0.0,42.0,278.0,674568.0,715.0,411641.0,262212.0,268.0,10.0,0.0,0.0,77caeb7a3310f0633a6bb4c241d9e3fe,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60637.0,583.0,538.0,389.0,120.0,4.0,25.0,277.0,625897.0,1277.0,414470.0,210150.0,268.0,6.0,3.0,1.0,4b2b33a31387dcdd1ad066f14e1269fa,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60290.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152dff31d581ec1ac90c72cc7c3141ee,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60628.0,2.0,2129.0,1227.0,806.0,5.0,91.0,1120.0,2742620.0,0.0,2038178.0,704441.0,1.0,36.0,1.0,0.0,537f05a2b13edb19370d73626ba9cd03,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60641.0,32.0,26.0,15.0,6.0,0.0,5.0,19.0,76487.0,0.0,46668.0,29819.0,17.0,2.0,0.0,0.0,55018f84b7664ccba0fba3f1529f2583,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60620.0,1.0,1673.0,1178.0,428.0,9.0,58.0,815.0,1909758.0,0.0,1252985.0,656773.0,786.0,24.0,5.0,0.0,bdfb420bbfbc88bcfea92f545a5b5889,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60647.0,48.0,42.0,22.0,14.0,1.0,5.0,26.0,106931.0,0.0,51666.0,55265.0,23.0,3.0,0.0,0.0,c96d22c369e60a677d172516f311cf85,2015-03-02T18:42:54 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60610.0,16.0,9.0,8.0,0.0,0.0,1.0,2.0,14069.0,0.0,2872.0,11197.0,2.0,0.0,0.0,0.0,89f3dbbe45059fc9c8ba2b9859ac53bd,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60638.0,62.0,58.0,36.0,16.0,0.0,6.0,29.0,81786.0,0.0,59692.0,22094.0,28.0,1.0,0.0,0.0,dfad3e9f57411974f3ce09adf1c977d3,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60643.0,896.0,861.0,511.0,328.0,5.0,17.0,466.0,1134805.0,5019.0,831959.0,297828.0,452.0,14.0,0.0,0.0,f2d2f7c8c1e54aa112d54c423b66f4ec,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60655.0,12.0,9.0,5.0,3.0,0.0,1.0,3.0,4864.0,0.0,4804.0,60.0,3.0,0.0,0.0,0.0,028a4edcc9d4bd5a783ef80464a0e3e8,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60661.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4965.0,0.0,0.0,4965.0,1.0,0.0,0.0,0.0,4d13d4ac8ce50277fe9ccec5784adea7,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60621.0,963.0,917.0,610.0,260.0,6.0,41.0,465.0,1230866.0,0.0,832784.0,398082.0,440.0,24.0,1.0,0.0,32aec38fb69ad8da5dcec93001ecb9c2,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60649.0,454.0,416.0,356.0,53.0,3.0,4.0,122.0,297884.0,0.0,213623.0,84261.0,113.0,8.0,1.0,0.0,48f49c5bf4d2abe6d650d7dbab268977,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60632.0,87.0,80.0,49.0,17.0,0.0,14.0,39.0,159355.0,0.0,95742.0,63613.0,36.0,3.0,0.0,0.0,6b5f44c016249dbbda245234113002f8,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60666.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e62f0e0536125067bc2bada67ab3b60,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60644.0,1.0,1005.0,646.0,236.0,1.0,122.0,488.0,1652022.0,0.0,1025332.0,626690.0,454.0,34.0,0.0,0.0,f8479f6b4255166d8835cb6f6d391afd,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60651.0,948.0,919.0,627.0,226.0,9.0,57.0,490.0,1481284.0,257.0,878973.0,602054.0,460.0,29.0,1.0,0.0,e831c68c347a9224d0484049e9c063cc,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60656.0,22.0,21.0,15.0,4.0,0.0,2.0,11.0,19458.0,0.0,9358.0,10100.0,11.0,0.0,0.0,0.0,4ef812c3079e37cd64ca84efbadeeb91,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60707.0,30.0,27.0,17.0,5.0,0.0,5.0,21.0,49035.0,0.0,32452.0,16583.0,20.0,1.0,0.0,0.0,7961bab7a16945055a6b2f16a03e5482,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60607.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0a9ac5e5912b9c291c22b851f100ac46,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60613.0,5.0,5.0,2.0,2.0,0.0,1.0,4.0,11652.0,0.0,5192.0,6460.0,4.0,0.0,0.0,0.0,ca6f84747b6a2dfcb6f9068a2cb990fb,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60618.0,45.0,37.0,29.0,7.0,0.0,1.0,16.0,32001.0,0.0,9056.0,22945.0,16.0,0.0,0.0,0.0,e074527604a8f145c28a1b7a9adb5943,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60623.0,700.0,680.0,429.0,188.0,14.0,49.0,352.0,1430424.0,0.0,1021849.0,408575.0,315.0,36.0,1.0,0.0,f85d9b03d88a04c9ab7f14dd72975cac,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60629.0,678.0,628.0,439.0,140.0,10.0,39.0,361.0,966946.0,1724.0,623385.0,341838.0,340.0,21.0,0.0,0.0,02ca327efd9cf04f60fd8d683620cdc4,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60634.0,52.0,47.0,23.0,15.0,1.0,8.0,33.0,90373.0,0.0,56278.0,34095.0,32.0,1.0,0.0,0.0,9e69a8b99c3f9b8e6ef5ebe68f5f0eb9,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60640.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7acc0abb09c26a177566ad69e555bc89,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60645.0,36.0,32.0,25.0,5.0,1.0,1.0,13.0,35956.0,0.0,15173.0,20783.0,13.0,0.0,0.0,0.0,bbbf1eaccd7ac06b21c4888f5ebdbb6e,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60652.0,204.0,194.0,85.0,103.0,0.0,6.0,119.0,336275.0,0.0,251621.0,84654.0,116.0,3.0,0.0,0.0,234a7bfeb33ff681c18b004b94aeecf1,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60659.0,24.0,21.0,20.0,1.0,0.0,0.0,5.0,3752.0,0.0,0.0,3752.0,5.0,0.0,0.0,0.0,3ab5a616fd984bca4b7b6aca160d4aa8,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60827.0,137.0,120.0,89.0,24.0,0.0,7.0,48.0,113964.0,0.0,73363.0,40601.0,48.0,0.0,0.0,0.0,43988707d142232dfdb39700691e533b,2015-03-02T18:42:55 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
1729.0,,,,,,,,,,,,,,,,,,,,,,,2007-09-25T20:40:00 +00:00,SEVERE STORMS AND FLOODING,2007-08-20 15:30:00,2007-08-31T00:00:00 +00:00
