disasterNumber,incidentType,state,county,city,zipCode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,hash,lastRefresh,declarationDate,title,incidentBeginDate,incidentEndDate
4116.0,Flood,IL,Cook (County),Chicago,60657.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,a595bf1c59d7e0015e629b77538b5d8e,2014-11-23T02:38:04 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
4116.0,Flood,IL,Cook (County),Chicago,60645.0,157.0,52.0,96.0,9.0,152.0,103.0,176063.64,144.0,96.0,144112.66,115.0,23.0,31950.98,2077e53e80420867be4c203fe12d8f1d,2014-11-23T02:38:04 +00:00,2013-05-10T18:15:00 +00:00,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2013-04-16 09:37:00,2013-05-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60610.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,d6f961f4916dc4aafb8327a820577852,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60621.0,496.0,332.0,164.0,0.0,468.0,224.0,479901.63,457.0,188.0,405396.76,342.0,82.0,74504.87,a1c937877810fd07c4f1a9ec55477ebe,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60632.0,15.0,8.0,7.0,0.0,15.0,11.0,14114.21,15.0,10.0,13505.59,8.0,2.0,608.62,46c8998ef6165be89c6a25d788be46c4,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60643.0,1239.0,729.0,510.0,0.0,1194.0,684.0,1214463.0,1177.0,613.0,1097808.13,820.0,189.0,116654.87,4031106431623f00582ddef53974b448,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60656.0,55.0,11.0,44.0,0.0,51.0,39.0,60127.94,51.0,39.0,58708.97,36.0,3.0,1418.97,e181bc05d03b000ca77d8ea2f87a4c5d,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60612.0,113.0,66.0,47.0,0.0,102.0,51.0,166120.67,100.0,43.0,137979.99,70.0,18.0,28140.68,d63f8c115740a3f9bd0e008936ab5ba1,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60622.0,14.0,9.0,5.0,0.0,11.0,4.0,9186.1,11.0,3.0,5484.35,9.0,1.0,3701.75,163c0f4fe7e2e6fb4f2ee1c97b6e7d2b,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60633.0,102.0,76.0,26.0,0.0,98.0,54.0,106949.16,93.0,51.0,98160.93,63.0,11.0,8788.23,80b44364d9ac8828cc1bcfdf5b4c46fa,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60644.0,398.0,231.0,167.0,0.0,376.0,234.0,553789.14,366.0,187.0,417729.9,282.0,110.0,136059.24,a03bf90480a671fef52f6deb89d6fb44,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60657.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13cb9c86e112c4a751bd27d00d685634,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60613.0,2.0,2.0,0.0,0.0,2.0,1.0,10408.21,2.0,1.0,10408.21,1.0,0.0,0.0,1a71f0d6e1ae351f3c5dd0464f1f0fd9,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60623.0,217.0,150.0,67.0,0.0,209.0,111.0,325677.04,203.0,88.0,241224.88,150.0,51.0,84452.16,1e78c8b114f69262b9efcd6595340427,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60634.0,68.0,24.0,44.0,0.0,65.0,47.0,97305.41,64.0,46.0,90578.74,43.0,6.0,6726.67,b6dd812587bd7055c3985fa7d5ae1ca1,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60645.0,36.0,14.0,22.0,0.0,36.0,23.0,45484.37,36.0,23.0,43949.4,23.0,3.0,1534.97,29318b8e2fb0d66aeaee4e1abcda1b10,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60659.0,47.0,30.0,17.0,0.0,45.0,26.0,79149.77,44.0,26.0,77985.22,30.0,3.0,1164.55,dfe343817d924db058b23c16a7d6a0cf,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60615.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3a8beda529c85b7096d67511c11e7e3a,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7790d695bc7eb6fca0ce76068ffc6c9e,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60614.0,3.0,2.0,1.0,0.0,3.0,2.0,5041.84,3.0,1.0,4791.85,2.0,2.0,249.99,5ed2c0612d6a0cee4bb50bc749fbd0d7,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60624.0,263.0,141.0,122.0,0.0,246.0,95.0,212295.65,239.0,78.0,169909.56,177.0,32.0,42386.09,e461ba938990e6eed0ed4f199343716f,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60636.0,916.0,603.0,313.0,0.0,883.0,467.0,998756.37,866.0,408.0,840743.97,655.0,177.0,158012.4,a7382ac6727d1684e69ba2382fdf34fc,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60646.0,65.0,21.0,44.0,0.0,61.0,42.0,89338.56,59.0,42.0,86621.31,37.0,8.0,2717.25,c35ef2ab81841b90ffc90b47e50afef5,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60660.0,6.0,2.0,4.0,0.0,6.0,4.0,17034.08,6.0,4.0,17034.08,5.0,0.0,0.0,76852e4d89e807764fc8d51bf19a3a4c,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60477.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fce4269d3f06625accfa089464160f02,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60615.0,85.0,52.0,33.0,0.0,83.0,49.0,162604.71,82.0,40.0,149510.27,53.0,16.0,13094.44,37b21c43b75f6ed92118e8408cacb48a,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60625.0,276.0,118.0,158.0,0.0,244.0,191.0,1317810.74,234.0,183.0,1158189.9,170.0,77.0,159620.84,a96d2dcf8b9fa04c85eed371131e739d,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60637.0,395.0,233.0,162.0,0.0,367.0,182.0,392215.79,352.0,154.0,320951.26,263.0,61.0,71264.53,0f3ce71c04d38a7756d965eebe70bc00,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60647.0,26.0,16.0,10.0,0.0,25.0,13.0,19514.72,20.0,9.0,16477.32,21.0,6.0,3037.4,75e80163de2c2f0996eab857a9735ae5,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60686.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50daeadde2f65a212a0abe4a4d3bc15e,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60479.0,1.0,0.0,1.0,0.0,1.0,1.0,1728.54,1.0,1.0,1728.54,1.0,0.0,0.0,3557a9d38aae3b3041587bc95cc13dc1,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60616.0,17.0,10.0,7.0,0.0,14.0,6.0,13694.93,14.0,5.0,12479.96,9.0,3.0,1214.97,222e311bace42c444ffa43ee7a6e398f,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60626.0,15.0,10.0,5.0,0.0,14.0,7.0,10271.16,13.0,7.0,9053.91,9.0,1.0,1217.25,992a3c0a8930dedea617b8ad6082d5ff,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60638.0,72.0,51.0,21.0,0.0,69.0,42.0,115292.27,67.0,36.0,107613.09,46.0,14.0,7679.18,77c436c99cbb159a959777e0069938ab,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60649.0,758.0,465.0,293.0,0.0,714.0,449.0,987801.62,697.0,410.0,901963.83,456.0,101.0,85837.79,c423e0707e2820433e2b0a62d73552c4,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60706.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49e861219aee643602b9e087e9469380,2014-11-23T02:44:41 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60605.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,a679c6519a813277823041b54cb3973b,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60617.0,2564.0,1.0,944.0,0.0,2478.0,1713.0,3132207.52,2448.0,1580.0,2782539.98,1606.0,426.0,349667.54,4cb9c671317e8423298fe4107765a721,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,2373.0,1.0,841.0,0.0,2274.0,1258.0,2126768.24,2222.0,1107.0,1881646.56,1584.0,371.0,245121.68,3ada400b8a330f94121df5277276ba8d,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60639.0,178.0,104.0,74.0,0.0,167.0,91.0,203433.07,163.0,77.0,161275.6,118.0,36.0,42157.47,ec3df302e21a858288a4ef52cacd648f,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60651.0,484.0,305.0,179.0,0.0,463.0,291.0,562460.25,454.0,239.0,428949.15,326.0,111.0,133511.1,9122d8c0673760f5bc7e3b9a35f15095,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60707.0,62.0,32.0,30.0,0.0,60.0,19.0,24257.14,59.0,18.0,20081.26,40.0,1.0,4175.88,fcff33b5038e1271f83a92dcb6c8dcbe,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60607.0,6.0,5.0,1.0,0.0,5.0,3.0,7707.36,5.0,3.0,7707.36,3.0,0.0,0.0,0b2cde7908f71dd10e51693a8859dff5,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60618.0,12.0,7.0,5.0,0.0,11.0,5.0,11231.96,11.0,4.0,8200.99,8.0,2.0,3030.97,1f50edeec075e843f9f53b78268acff9,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60629.0,424.0,253.0,171.0,0.0,400.0,201.0,389932.99,388.0,182.0,359697.04,273.0,50.0,30235.95,4fc721f3ba107640209cfc12b555bd76,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60640.0,5.0,4.0,1.0,0.0,5.0,1.0,3817.14,5.0,1.0,2008.0,3.0,1.0,1809.14,431dd3fcf7b944ff9f9e8c1cf58beb1f,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60652.0,600.0,305.0,295.0,0.0,573.0,299.0,432447.9,562.0,283.0,404136.03,347.0,50.0,28311.87,7d02f7c6eb1c22436f614789a2c2c02e,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60827.0,132.0,104.0,28.0,0.0,109.0,28.0,35446.29,92.0,20.0,30946.57,82.0,10.0,4499.72,274e768e2325b857c5adcb11d5807d91,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60608.0,18.0,10.0,8.0,0.0,16.0,10.0,39477.65,16.0,10.0,32361.55,9.0,3.0,7116.1,55ec8e774576f59f0c21983e7d275370,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60619.0,2342.0,1.0,951.0,0.0,2228.0,1518.0,3371991.82,2188.0,1378.0,3044166.83,1525.0,421.0,327824.99,93437ca7ae03b2ac7f9b7324fa09b141,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60630.0,54.0,16.0,38.0,0.0,52.0,37.0,87303.76,52.0,36.0,86578.79,34.0,3.0,724.97,ad6d1921866509dcf83e2bca3349b995,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60641.0,25.0,14.0,11.0,0.0,22.0,11.0,25669.91,21.0,11.0,20978.18,13.0,2.0,4691.73,8a709abf232ecbc3ecc4022bd6a88ca1,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60653.0,126.0,53.0,73.0,0.0,121.0,49.0,129909.96,119.0,45.0,109794.25,78.0,11.0,20115.71,2ef5026b4916e36d5a8d8cf26ee0b96e,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60609.0,305.0,200.0,105.0,0.0,287.0,150.0,422354.69,279.0,128.0,349145.94,217.0,62.0,73208.75,6f4f92b32b3a4c3a9c21356f9a9453e4,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,1619.0,931.0,688.0,0.0,1555.0,847.0,1734763.68,1514.0,767.0,1545270.97,1044.0,252.0,189492.71,5ea69eed103ddb8b8123618d1dca43a0,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60631.0,286.0,80.0,206.0,0.0,276.0,223.0,493427.59,270.0,213.0,474310.16,201.0,46.0,19117.43,a72cc9f2795e29566b761e7c90addb6f,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60642.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,b26c22dea01cfc2cc91221f8525ac6c2,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1800.0,Severe Storm(s),IL,Cook (County),Chicago,60655.0,40.0,13.0,27.0,0.0,37.0,24.0,23206.29,36.0,24.0,23006.3,26.0,1.0,199.99,eba2fad55db2e475b2e2bece8361ebe5,2014-11-23T02:44:42 +00:00,2008-10-03T18:30:00 +00:00,SEVERE STORMS AND FLOODING,2008-09-13 08:00:00,2008-10-05T00:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,0.0,1.0,0.0,1.0,1.0,1836.86,1.0,1.0,1836.86,1.0,0.0,0.0,7021639eb3c5c2f697b06a7060200859,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,3.0,0.0,3.0,0.0,3.0,3.0,5010.22,3.0,3.0,5010.22,3.0,0.0,0.0,e9c8d60c18d97f797626efd4e1a6c2e0,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60616.0,213.0,108.0,105.0,0.0,194.0,127.0,312472.72,186.0,118.0,286976.35,135.0,35.0,25496.37,12dcb63fdf32b41688cfc52272348407,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60620.0,1.0,0.0,1.0,0.0,1.0,1.0,2015.19,1.0,1.0,2015.19,1.0,0.0,0.0,1f2c48f74428e1b10b85cea078e7b2a7,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60637.0,1482.0,1.0,456.0,8.0,1417.0,995.0,3817850.12,1366.0,759.0,3115296.19,1127.0,522.0,702553.93,66e7f008c0db13b80e57733786d9af83,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60628.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3b8e83ae3f3e1fdaf6ef49ba27d69f15,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
1935.0,Severe Storm(s),IL,Cook (County),Chicago,60626.0,31.0,19.0,12.0,0.0,28.0,16.0,109918.74,28.0,11.0,98477.25,22.0,6.0,11441.49,e1ca04b752fb03fd24319cc3accfcbdf,2014-11-23T02:46:28 +00:00,2010-08-19T14:00:00 +00:00,SEVERE STORMS AND FLOODING,2010-07-19 14:36:00,2010-08-07T11:00:00 +00:00
