Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 22:56,5/25/2016 23:00,:00:04:08
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 22:58,5/25/2016 23:00,:00:02:36
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 21:25,5/25/2016 23:01,:01:36:12
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 22:57,5/25/2016 23:03,:00:06:40
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 23:02,5/25/2016 23:04,:00:02:20
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,5/25/2016 23:05,5/25/2016 23:07,:00:02:16
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/25/2016 23:07,5/25/2016 23:28,:00:21:32
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 23:08,5/25/2016 23:29,:00:21:28
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/25/2016 18:10,5/25/2016 23:59,:05:49:59
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 21:27,5/26/2016 0:16,:02:49:48
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/25/2016 21:27,5/26/2016 0:17,:02:50:20
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,5/25/2016 22:31,5/26/2016 0:19,:01:47:52
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,5/25/2016 22:31,5/26/2016 0:25,:01:53:56
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,5/26/2016 0:26,5/26/2016 0:27,:00:01:12
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/25/2016 18:13,5/26/2016 0:41,:06:27:36
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,5/25/2016 18:42,5/26/2016 1:01,:06:18:48
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,5/25/2016 21:26,5/26/2016 1:37,:04:10:56
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,5/25/2016 18:25,5/26/2016 2:30,:08:05:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 2:33,5/26/2016 2:41,:00:08:20
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,5/25/2016 18:32,5/26/2016 2:55,:08:23:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 2:41,5/26/2016 4:45,:02:03:56
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 4:46,5/26/2016 5:33,:00:47:24
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:34,5/26/2016 5:37,:00:03:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:38,5/26/2016 5:42,:00:03:32
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:43,5/26/2016 5:46,:00:02:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:47,5/26/2016 5:48,:00:00:56
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,5/26/2016 2:53,5/26/2016 5:49,:02:55:20
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:48,5/26/2016 5:51,:00:03:12
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:53,5/26/2016 5:56,:00:02:48
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:57,5/26/2016 5:58,:00:01:08
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 5:58,5/26/2016 6:02,:00:03:28
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:08,5/26/2016 6:10,:00:01:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:12,5/26/2016 6:14,:00:02:04
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:17,5/26/2016 6:18,:00:01:36
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:21,5/26/2016 6:24,:00:02:12
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:26,5/26/2016 6:27,:00:01:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:35,5/26/2016 6:37,:00:01:24
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:37,5/26/2016 6:38,:00:00:36
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 6:39,5/26/2016 6:41,:00:01:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/26/2016 7:02,5/26/2016 7:03,:00:01:00
DS-D41,Ogden Ave (Approx. 50' north of the bridge) (E),TG1,DesPlaines Lower,Stickney,5/26/2016 2:11,5/26/2016 8:23,:06:12:00
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,5/26/2016 2:17,5/26/2016 8:32,:06:15:12
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/26/2016 0:00,5/26/2016 14:00,:14:00:00
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,5/14/2016 22:37,5/26/2016 22:14,:23:37:51
DS-D27I,1st Ave & Oak St (W),TG2,DesPlaines Middle,Stickney,5/26/2016 5:45,5/27/2016 7:39,:01:53:56
DS-D32,Maybrook Dr - C&NW RR (S),TG1,DesPlaines Middle,Stickney,5/26/2016 9:28,5/27/2016 7:40,:22:11:28
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,5/27/2016 15:48,5/27/2016 16:07,:00:19:40
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,5/27/2016 16:04,5/27/2016 16:32,:00:28:00
"DS-D39,42,46",Brookfield Ave (SE wing wall of the bridge) (E),TG3,Salt Cr,Stickney,5/27/2016 21:11,5/27/2016 21:12,:00:01:08
"DS-D47,50,51 & DS-13A-1",Konrad Ave and Patricia Dr. (S),TG3,Salt Cr,Stickney,5/27/2016 21:28,5/27/2016 21:37,:00:08:28
DS-D35,26th St (West abutement of the bridge) (W),TG1,DesPlaines Middle,Stickney,5/27/2016 20:58,5/27/2016 21:37,:00:38:36
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,5/27/2016 21:26,5/27/2016 21:45,:00:18:28
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,5/27/2016 20:46,5/27/2016 21:51,:01:04:48
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,5/27/2016 20:57,5/27/2016 21:53,:00:56:36
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,5/27/2016 21:35,5/27/2016 21:54,:00:18:52
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,5/27/2016 21:39,5/27/2016 22:03,:00:23:52
"DS-D39,42,46",South of Brookfield Ave (Southwest wing wall of the bridge) (W),TG2,Salt Cr,Stickney,5/27/2016 21:14,5/27/2016 22:04,:00:49:32
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,5/27/2016 21:35,5/27/2016 22:20,:00:45:24
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/27/2016 21:34,5/27/2016 22:23,:00:49:12
DS-D41,Ogden Ave (Approx. 50' north of the bridge) (E),TG1,DesPlaines Lower,Stickney,5/27/2016 20:45,5/27/2016 22:31,:01:45:50
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,5/27/2016 21:35,5/27/2016 22:44,:01:08:40
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,5/27/2016 21:08,5/27/2016 22:47,:01:39:00
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),ALL,NBCR Lower (NSC Confluence),Pumping Station North Branch,5/27/2016 21:59,5/27/2016 23:33,:01:34:00
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,5/27/2016 23:21,5/28/2016 0:12,:00:50:24
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,5/26/2016 2:12,5/28/2016 1:47,:23:34:28
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,5/27/2016 20:45,5/28/2016 1:47,:05:01:45
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/27/2016 18:03,5/28/2016 5:50,:11:47:00
DS-D33,1st Ave & Roosevelt Rd (W),TG1,DesPlaines Middle,Stickney,5/27/2016 21:45,5/28/2016 9:07,:11:21:37
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,5/27/2016 20:43,5/28/2016 9:07,:12:24:21
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,5/31/2016 18:30,5/31/2016 18:35,:00:05:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,5/31/2016 15:50,6/1/2016 2:34,:10:44:00
"DS-D19,23",North Ave (Thatcher Rd) (E),TG1,DesPlaines Middle,Stickney,5/31/2016 13:59,6/1/2016 7:53,:17:53:20
DS-M83,Melrose St & North Rockwell St (W),TG1,NBCR Lower (NSC Confluence),Stickney,5/31/2016 13:59,6/1/2016 7:53,:17:53:20
DS-M97,Pratt Ave (E),TG1,NSC Lower (NSWRP),Stickney,5/31/2016 13:59,6/1/2016 7:53,:17:53:20
,,TG1,,Stickney,5/31/2016 13:59,6/1/2016 7:53,:17:53:20
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,6/1/2016 8:40,6/1/2016 14:35,:05:55:00
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,6/2/2016 7:53,6/2/2016 10:27,:02:34:06
DS-M10,Lombard Ave (N),TG1,CSSC Lower (SWRP),Stickney,6/2/2016 7:53,6/2/2016 10:28,:02:35:18
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,6/2/2016 7:53,6/2/2016 10:28,:02:35:18
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,6/2/2016 7:53,6/2/2016 10:28,:02:35:18
DS-M10,Lombard Ave (N),TG4,CSSC Lower (SWRP),Stickney,6/2/2016 7:53,6/2/2016 10:28,:02:35:18
DS-M21,Western Ave (S),TG2,CSSC Upper (SWRP),Stickney,6/2/2016 7:53,6/2/2016 10:31,:02:37:58
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,6/2/2016 7:53,6/2/2016 10:31,:02:38:10
DS-M82,Belmont Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,6/2/2016 10:58,6/2/2016 11:11,:00:12:26
DS-D16,Grand Ave (W),TG1,DesPlaines Middle,Stickney,6/15/2016 2:29,6/15/2016 2:58,:00:29:40
DS-M104E,Main St (E),TG1,NSC Upper (NSWRP),Stickney,6/22/2016 20:34,6/22/2016 20:39,:00:04:16
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,6/22/2016 20:40,6/22/2016 20:42,:00:01:28
DS-D12I,South of Irving Park Rd (W),TG1,DesPlaines Middle,Stickney,6/22/2016 20:41,6/22/2016 20:43,:00:02:04
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,6/22/2016 17:00,6/22/2016 20:46,:03:46:39
"DS-D21,25",South Side of Lake St and East of 1st Ave,TG3,DesPlaines Middle,Stickney,6/22/2016 20:47,6/22/2016 20:51,:00:03:40
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,6/22/2016 20:51,6/22/2016 20:55,:00:04:04
DS-D05,Riverside Dr. near Sibley Ave. (E),TG2,DesPlaines Upper,Stickney,6/22/2016 20:33,6/22/2016 21:09,:00:35:40
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,6/22/2016 20:42,6/22/2016 21:09,:00:27:20
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,6/22/2016 20:49,6/22/2016 21:10,:00:21:20
TG-M94,Ardmore Ave (E),TG1,NSC Lower (NSWRP),Stickney,6/22/2016 20:44,6/22/2016 21:14,:00:29:12
DS-D16,Grand Ave (W),TG1,DesPlaines Middle,Stickney,6/22/2016 20:26,6/22/2016 21:18,:00:52:00
DS-N07,Central Ave (5900 - 6100 North) (N),TG1,NBCR Upper (NSC Confluence),Stickney,6/22/2016 20:32,6/22/2016 21:29,:00:56:08
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,6/22/2016 21:00,6/22/2016 21:45,:00:45:00
DS-D11,Belmont Ave (E),TG1,DesPlaines Middle,Stickney,6/22/2016 20:55,6/22/2016 21:48,:00:53:04
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,6/22/2016 20:59,6/22/2016 21:58,:00:59:12
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,6/22/2016 20:27,6/22/2016 21:58,:01:31:44
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,6/22/2016 20:42,6/22/2016 22:07,:01:25:08
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,6/22/2016 22:35,6/22/2016 22:36,:00:01:04
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,6/22/2016 21:07,6/22/2016 22:39,:01:31:20
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,6/22/2016 20:30,6/22/2016 23:07,:02:37:09
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,6/22/2016 22:45,6/22/2016 23:59,:01:14:59
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,6/23/2016 0:00,6/23/2016 1:02,:01:02:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,6/22/2016 22:40,6/23/2016 3:05,:04:25:00
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/6/2016 3:02,7/6/2016 3:04,:00:01:32
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/6/2016 3:32,7/6/2016 4:04,:00:32:08
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/6/2016 3:35,7/6/2016 4:55,:01:20:00
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/6/2016 3:19,7/6/2016 5:10,:01:50:16
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/6/2016 3:24,7/6/2016 5:18,:01:54:40
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/6/2016 3:41,7/6/2016 5:19,:01:37:12
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/6/2016 6:15,7/6/2016 6:50,:00:35:00
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/6/2016 4:16,7/6/2016 9:38,:05:22:44
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/6/2016 4:17,7/6/2016 9:39,:05:22:20
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/6/2016 8:55,7/6/2016 10:02,:01:06:40
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/6/2016 9:54,7/6/2016 10:09,:00:15:12
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,7/6/2016 8:28,7/6/2016 12:12,:03:44:00
DS-N07,Central Ave (5900 - 6100 North) (N),TG1,NBCR Upper (NSC Confluence),Stickney,7/7/2016 18:48,7/7/2016 19:27,:00:39:16
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/7/2016 19:14,7/7/2016 19:45,:00:30:52
DS-M97,Pratt Ave (E),TG2,NSC Lower (NSWRP),Stickney,7/7/2016 19:17,7/7/2016 19:51,:00:33:56
DS-M97,Pratt Ave (E),TG1,NSC Lower (NSWRP),Stickney,7/7/2016 19:17,7/7/2016 19:51,:00:34:24
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/7/2016 19:18,7/7/2016 19:53,:00:34:48
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,7/7/2016 19:37,7/7/2016 19:57,:00:19:36
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/7/2016 19:14,7/7/2016 20:03,:00:48:28
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/7/2016 19:17,7/7/2016 20:27,:01:10:36
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/13/2016 19:56,7/13/2016 20:28,:00:31:44
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/13/2016 19:49,7/13/2016 21:10,:01:20:28
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/13/2016 19:44,7/13/2016 21:17,:01:33:20
DS-D49,Ogden Ave (SW wing wall of the bridge) (W),TG1,DesPlaines Lower,Stickney,7/17/2016 23:12,7/17/2016 23:36,:00:23:40
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/17/2016 23:54,7/18/2016 0:00,:00:05:51
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/18/2016 0:00,7/18/2016 0:01,:00:01:13
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,7/18/2016 0:14,7/18/2016 0:31,:00:16:40
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/17/2016 10:11,7/18/2016 0:44,:14:33:00
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/18/2016 0:21,7/18/2016 1:09,:00:48:28
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/18/2016 0:07,7/18/2016 1:25,:01:17:56
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/21/2016 21:01,7/21/2016 21:08,:00:06:30
DS-D05,Riverside Dr. near Sibley Ave. (E),TG2,DesPlaines Upper,Stickney,7/21/2016 21:12,7/21/2016 21:32,:00:20:08
DS-D49,Ogden Ave (SW wing wall of the bridge) (W),TG1,DesPlaines Lower,Stickney,7/21/2016 21:28,7/21/2016 21:33,:00:04:44
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/21/2016 21:07,7/21/2016 21:56,:00:49:32
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/21/2016 21:32,7/21/2016 22:16,:00:44:04
DS-N10A,Wildwood Ave ext. (Caldwell & Tonty) (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/21/2016 21:15,7/21/2016 22:27,:01:11:24
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/21/2016 21:38,7/21/2016 22:27,:00:49:10
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/21/2016 21:39,7/21/2016 22:45,:01:06:48
DS-N18,East of Caldwell Ave at Main St ext.(W),TG1,NBCR Upper (NSC Confluence),Stickney,7/21/2016 21:09,7/21/2016 23:27,:02:17:58
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/21/2016 21:08,7/22/2016 0:14,:03:05:54
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 17:31,7/23/2016 17:47,:00:15:36
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 18:04,7/23/2016 18:20,:00:16:08
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/23/2016 18:54,7/23/2016 18:58,:00:04:12
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 19:01,7/23/2016 19:02,:00:01:08
DS-M104E,Main St (E),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 19:03,7/23/2016 19:07,:00:04:04
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 19:08,7/23/2016 19:14,:00:06:44
TG-M94,Ardmore Ave (E),TG1,NSC Lower (NSWRP),Stickney,7/23/2016 19:08,7/23/2016 19:25,:00:16:28
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/23/2016 19:09,7/23/2016 19:36,:00:27:20
DS-D11,Belmont Ave (E),TG1,DesPlaines Middle,Stickney,7/23/2016 19:11,7/23/2016 19:51,:00:40:32
DS-N07,Central Ave (5900 - 6100 North) (N),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 18:49,7/23/2016 19:58,:01:09:08
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 18:26,7/23/2016 20:23,:01:56:56
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 20:25,7/23/2016 20:34,:00:08:36
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 20:39,7/23/2016 20:40,:00:01:10
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 20:22,7/23/2016 20:43,:00:20:20
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 20:41,7/23/2016 20:44,:00:02:50
DS-N18,East of Caldwell Ave at Main St ext.(W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 18:34,7/23/2016 20:48,:02:13:34
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 20:23,7/23/2016 20:48,:00:25:00
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 20:23,7/23/2016 20:49,:00:26:10
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 20:21,7/23/2016 20:57,:00:35:10
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/23/2016 19:19,7/23/2016 21:04,:01:44:20
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 18:37,7/23/2016 21:16,:02:39:20
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/23/2016 19:14,7/23/2016 21:20,:02:05:44
DS-N10A,Wildwood Ave ext. (Caldwell & Tonty) (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 18:48,7/23/2016 21:21,:02:32:28
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/23/2016 20:30,7/23/2016 21:25,:00:54:16
DS-D31,Washington Blvd (S of Bridge) (W),TG1,DesPlaines Middle,Stickney,7/23/2016 22:25,7/23/2016 22:26,:00:00:44
UDP-DS1 (K1),S of Central Rd Bridge (N),GATE0101,Weller Cr,Kirie,7/23/2016 22:11,7/23/2016 22:35,:00:24:13
UDP-DS1 (K2-1),S of Central Rd Bridge (N),GATE0201,Weller Cr,Kirie,7/23/2016 22:09,7/23/2016 22:36,:00:26:14
