Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
UDP-DS1 (K2-2),S of Central Rd Bridge (N),GATE0202,Weller Cr,Kirie,7/23/2016 22:09,7/23/2016 22:36,:00:26:14
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 22:32,7/23/2016 22:47,:00:14:48
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:45,7/23/2016 22:48,:00:02:56
TG-M16,Lawndale Ave (N),TG1,CSSC Upper (SWRP),Stickney,7/23/2016 22:41,7/23/2016 22:53,:00:11:34
TG-M94,Ardmore Ave (E),TG1,NSC Lower (NSWRP),Stickney,7/23/2016 22:42,7/23/2016 22:53,:00:11:42
DS-D05,Riverside Dr. near Sibley Ave. (E),TG2,DesPlaines Upper,Stickney,7/23/2016 22:28,7/23/2016 22:57,:00:29:04
DS-N11,Forestview Lane & Riverside Dr (E of Milwaukee) (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:53,7/23/2016 22:58,:00:04:24
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 22:55,7/23/2016 22:58,:00:02:24
DS-N04,"Cicero Ave (N), South of Forest Glen",TG2,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:55,7/23/2016 22:58,:00:02:40
DS-N06,Ardmore Ave (Indian & Ardmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:56,7/23/2016 22:58,:00:02:00
DS-N12,Caldwell Ave & Touhy Ave (Harts Rd & Touhy Ave) (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:53,7/23/2016 22:58,:00:05:20
TG-M94,Ardmore Ave (E),TG1,NSC Lower (NSWRP),Stickney,7/23/2016 22:55,7/23/2016 23:14,:00:19:04
DS-N16,Dobson St and Nordica Ave (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:25,7/23/2016 23:19,:00:54:08
DS-N07,Central Ave (5900 - 6100 North) (N),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:32,7/23/2016 23:23,:00:51:36
DS-N17,Cleveland St east of Caldwell Ave (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:27,7/23/2016 23:29,:01:02:08
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,7/23/2016 23:03,7/23/2016 23:40,:00:36:56
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,7/23/2016 23:03,7/23/2016 23:42,:00:38:40
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:25,7/23/2016 23:44,:01:19:20
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,7/23/2016 20:10,7/23/2016 23:59,:03:49:59
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:03,7/24/2016 0:34,:02:30:40
DS-M86,"Grace St (W), North of DS-M86",TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:55,7/24/2016 0:55,:02:00:16
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:32,7/24/2016 1:18,:02:46:08
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:31,7/24/2016 1:24,:02:52:44
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,7/23/2016 22:47,7/24/2016 1:28,:02:40:40
DS-M19,California Ave (S),TG2,CSSC Upper (SWRP),Stickney,7/23/2016 23:09,7/24/2016 1:33,:02:24:28
DS-D34-AI,Westchester P.S.(N),TG1,Addison Cr,Stickney,7/23/2016 22:20,7/24/2016 1:40,:03:20:00
DS-M49,Roosevelt Rd (Roosevelt & Lumber) (W),TG1,SB Chicago R,Stickney,7/23/2016 23:01,7/24/2016 1:45,:02:44:08
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,7/23/2016 23:00,7/24/2016 1:49,:02:49:12
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:54,7/24/2016 1:49,:02:55:28
DS-M51,Harrison St (W),TG1,SB Chicago R,Stickney,7/24/2016 1:51,7/24/2016 1:54,:00:03:56
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 1:39,7/24/2016 1:57,:00:18:12
DS-N10A,Wildwood Ave ext. (Caldwell & Tonty) (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:20,7/24/2016 2:01,:03:41:12
TG-I32,Polk St (W),TG1,SB Chicago R,Stickney,7/23/2016 22:47,7/24/2016 2:04,:03:16:56
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 22:39,7/24/2016 2:04,:03:25:24
DS-M70,North Ave (E),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 23:00,7/24/2016 2:06,:03:06:16
DS-M79,Diversey Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:54,7/24/2016 2:09,:03:14:56
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/23/2016 22:55,7/24/2016 2:10,:03:14:56
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/23/2016 22:56,7/24/2016 2:12,:03:16:40
DS-M79,Diversey Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:10,7/24/2016 2:13,:00:02:52
DS-M79,Diversey Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:15,7/24/2016 2:17,:00:02:04
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:49,7/24/2016 2:19,:03:29:52
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:19,7/24/2016 2:22,:00:02:20
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 2:19,7/24/2016 2:23,:00:03:36
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/23/2016 22:47,7/24/2016 2:24,:03:36:48
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:25,7/24/2016 2:27,:00:01:40
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/23/2016 22:35,7/24/2016 2:29,:03:54:16
TG-M22,Oakley Ave (N),TG2,CSSC Upper (SWRP),Stickney,7/23/2016 22:58,7/24/2016 2:30,:03:31:24
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 18:45,7/24/2016 2:30,:07:44:28
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/23/2016 22:58,7/24/2016 2:32,:03:34:20
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:32,7/24/2016 2:34,:00:01:36
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/24/2016 2:35,7/24/2016 2:36,:00:01:44
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/23/2016 22:38,7/24/2016 2:39,:04:00:52
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/24/2016 2:40,7/24/2016 2:40,:00:00:36
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:39,7/24/2016 2:41,:00:01:24
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 2:48,7/24/2016 2:49,:00:01:24
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:44,7/24/2016 2:57,:04:13:12
DS-N18,East of Caldwell Ave at Main St ext.(W),TG1,NBCR Upper (NSC Confluence),Stickney,7/23/2016 22:04,7/24/2016 3:05,:05:01:16
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:44,7/24/2016 3:08,:04:23:56
TG-M16,Lawndale Ave (N),TG1,CSSC Upper (SWRP),Stickney,7/23/2016 22:57,7/24/2016 3:17,:04:19:44
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,7/23/2016 23:15,7/24/2016 3:19,:04:04:44
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,7/23/2016 23:16,7/24/2016 3:20,:04:04:04
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/23/2016 22:36,7/24/2016 3:31,:04:54:24
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:43,7/24/2016 3:32,:04:49:12
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 3:34,7/24/2016 3:35,:00:00:44
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:51,7/24/2016 3:35,:04:44:32
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:50,7/24/2016 3:37,:04:47:16
Wilmette Gate,Wilmette Gate,All,NSC Upper (NSWRP),Lake Michigan,7/24/2016 0:01,7/24/2016 3:40,:03:39:00
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 3:39,7/24/2016 3:41,:00:01:56
DS-M114N,Sheridan Rd (Wilmette P.S.) (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 22:24,7/24/2016 3:51,:05:27:48
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:55,7/24/2016 4:03,:05:07:52
DS-M09,Hiawatha Ave (Highland Ave ext.) (N),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 22:57,7/24/2016 4:27,:05:29:44
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 22:38,7/24/2016 4:31,:05:53:16
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/23/2016 22:54,7/24/2016 5:22,:06:28:08
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,7/23/2016 22:55,7/24/2016 5:35,:06:40:24
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,7/23/2016 23:00,7/24/2016 5:48,:06:48:48
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,7/23/2016 20:20,7/24/2016 7:16,:10:55:49
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,7/24/2016 0:00,7/24/2016 8:55,:08:55:00
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,7/23/2016 20:24,7/24/2016 17:20,:20:56:00
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/24/2016 18:41,7/24/2016 18:43,:00:01:52
DS-N09,Miami Ave (Indian & Monitor) (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:32,7/24/2016 18:47,:00:15:04
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/24/2016 18:48,7/24/2016 18:49,:00:00:48
DS-D10,Wilson Ave ext. (Wilson & East River Rd) (E),TG1,DesPlaines Middle,Stickney,7/24/2016 18:19,7/24/2016 18:49,:00:30:16
DS-N19,Dempster St near Lincoln Ave (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:14,7/24/2016 18:54,:00:40:40
DS-D27I,1st Ave & Oak St (W),TG2,DesPlaines Middle,Stickney,7/24/2016 19:07,7/24/2016 19:10,:00:03:18
DS-N10B,Imlay St & Milwaukee (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:24,7/24/2016 19:17,:00:52:40
DS-N07,Central Ave (5900 - 6100 North) (N),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:23,7/24/2016 19:19,:00:55:44
DS-D27I,1st Ave & Oak St (W),TG2,DesPlaines Middle,Stickney,7/24/2016 19:13,7/24/2016 19:30,:00:17:12
"DS-D39,42,46",Brookfield Ave (SE wing wall of the bridge) (E),TG3,Salt Cr,Stickney,7/24/2016 19:30,7/24/2016 19:32,:00:01:08
DS-D31,Washington Blvd (S of Bridge) (W),TG1,DesPlaines Middle,Stickney,7/24/2016 19:14,7/24/2016 19:34,:00:19:56
DS-M109N,Green Bay Rd & McCormick (W),TG1,NSC Upper (NSWRP),Stickney,7/24/2016 18:55,7/24/2016 19:38,:00:42:44
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 19:11,7/24/2016 19:40,:00:28:32
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 19:11,7/24/2016 19:40,:00:29:48
DS-M86,"Grace St (W), North of DS-M86",TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:56,7/24/2016 19:41,:00:45:00
TG-I28 & I29,Taylor St (W),TG1,SB Chicago R,Stickney,7/24/2016 18:51,7/24/2016 19:42,:00:51:36
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 19:38,7/24/2016 19:48,:00:09:44
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 19:48,7/24/2016 19:49,:00:00:48
DS-D11,Belmont Ave (E),TG1,DesPlaines Middle,Stickney,7/24/2016 19:04,7/24/2016 19:50,:00:45:12
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 19:50,7/24/2016 19:53,:00:02:44
"DS-D37,38",30th St. and Forest Ave. (W),TG2,Salt Cr,Stickney,7/24/2016 19:27,7/24/2016 19:53,:00:26:32
DS-M104W,Main St (W),TG1,NSC Upper (NSWRP),Stickney,7/24/2016 18:36,7/24/2016 19:53,:01:17:16
DS-M45,14th St (E),TG1,SB Chicago R,Stickney,7/24/2016 19:02,7/24/2016 19:54,:00:52:24
DS-N02,Foster Ave & Keeler (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:32,7/24/2016 19:55,:01:23:28
DS-M80,"Leavitt St East Bank (N), Southwest of DS-M80",TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:51,7/24/2016 19:58,:01:07:00
"DS-D44,45",Near Junction of Gage & Riverside Rd (N),TG3,DesPlaines Lower,Stickney,7/24/2016 19:18,7/24/2016 20:04,:00:46:24
DS-D33,1st Ave & Roosevelt Rd (W),TG1,DesPlaines Middle,Stickney,7/24/2016 19:44,7/24/2016 20:06,:00:21:52
DS-N08,Mango Ave ext. (Leonard & Miltmore) (W),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:32,7/24/2016 20:12,:01:39:52
DS-M47,Maxwell St (Maxwell & Lumber) (W),TG1,SB Chicago R,Stickney,7/24/2016 18:53,7/24/2016 20:15,:01:22:08
DS-M30,35th St. (W),TG1,SF SB Chicago R,Stickney,7/24/2016 18:59,7/24/2016 20:16,:01:17:04
DS-N05,"Forest Glen Ave (S), West of Cicero",TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:35,7/24/2016 20:18,:01:42:36
"DS-D47,50,51 & DS-13A-1",Konrad Ave and Patricia Dr. (S),TG3,Salt Cr,Stickney,7/24/2016 19:42,7/24/2016 20:20,:00:37:04
DS-M13,"Laramie Ave ext. (Edmeir Rd, SE of SWRP guardhouse) (N)",TG1,CSSC Upper (SWRP),Stickney,7/24/2016 19:22,7/24/2016 20:21,:00:58:28
DS-M25,Paulina St (N),TG1,SB Chicago R,Stickney,7/24/2016 19:06,7/24/2016 20:21,:01:14:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:21,7/24/2016 20:22,:00:00:44
DS-N13R,6872 Touhy Ave (Franks and Nieman) (E),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:08,7/24/2016 20:26,:02:17:44
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:24,7/24/2016 20:26,:00:02:00
DS-N18,East of Caldwell Ave at Main St ext.(W),TG1,NBCR Upper (NSC Confluence),Stickney,7/24/2016 18:12,7/24/2016 20:28,:02:16:08
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:29,7/24/2016 20:30,:00:00:56
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:31,7/24/2016 20:32,:00:00:48
DS-D35,26th St (West abutement of the bridge) (W),TG1,DesPlaines Middle,Stickney,7/24/2016 19:07,7/24/2016 20:33,:01:26:00
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 20:04,7/24/2016 20:34,:00:30:08
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 20:03,7/24/2016 20:35,:00:31:20
TG-M22,Oakley Ave (N),TG2,CSSC Upper (SWRP),Stickney,7/24/2016 19:03,7/24/2016 20:35,:01:31:28
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:32,7/24/2016 20:35,:00:03:08
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:38,7/24/2016 20:41,:00:03:06
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:42,7/24/2016 20:44,:00:01:24
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:45,7/24/2016 20:46,:00:01:32
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 20:44,7/24/2016 20:47,:00:03:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:48,7/24/2016 20:50,:00:02:00
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 20:48,7/24/2016 20:50,:00:02:04
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:52,7/24/2016 20:53,:00:01:00
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:53,7/24/2016 20:54,:00:00:44
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:55,7/24/2016 20:55,:00:00:52
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 20:57,7/24/2016 20:59,:00:01:08
"DS-D47,50,51",Southview Ave and Custer (W),TG2,Salt Cr,Stickney,7/24/2016 19:32,7/24/2016 21:00,:01:27:36
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 19:01,7/24/2016 21:00,:01:58:56
DS-M73,McLean Ave (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:49,7/24/2016 21:01,:02:11:16
DS-M84,Roscoe St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:50,7/24/2016 21:02,:02:12:04
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 21:00,7/24/2016 21:02,:00:02:24
DS-M84,Roscoe St (W),TG4,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:49,7/24/2016 21:04,:02:14:44
DS-M38,Union Ave (N),TG2,SB Chicago R,Stickney,7/24/2016 20:51,7/24/2016 21:05,:00:14:12
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 21:05,7/24/2016 21:06,:00:00:52
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 20:48,7/24/2016 21:06,:00:18:28
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 21:01,7/24/2016 21:07,:00:06:52
DS-M61A,Fulton St & Canal St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 21:08,7/24/2016 21:09,:00:00:56
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 21:09,7/24/2016 21:10,:00:01:32
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 21:13,7/24/2016 21:14,:00:01:04
DS-M38,Union Ave (N),TG1,SB Chicago R,Stickney,7/24/2016 21:16,7/24/2016 21:17,:00:01:16
DS-D43,Near Burling Rd (Library),TG1,DesPlaines Lower,Stickney,7/24/2016 21:18,7/24/2016 21:19,:00:00:52
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,7/24/2016 20:27,7/24/2016 21:36,:01:08:24
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,7/24/2016 20:21,7/24/2016 21:40,:01:19:00
DS-M79,Logan Blvd (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:46,7/24/2016 21:52,:03:05:32
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:59,7/24/2016 21:52,:02:52:16
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 21:52,7/24/2016 21:55,:00:02:36
DS-M66,Blackhawk St (W),TG2,NBCR Lower (NSC Confluence),Stickney,7/24/2016 21:55,7/24/2016 21:57,:00:01:48
DS-M66,Blackhawk St (W),TG1,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:59,7/24/2016 21:58,:02:59:00
DS-M08,Natchez Ave ext. (S),TG1,CSSC Lower (SWRP),Stickney,7/24/2016 19:27,7/24/2016 22:01,:02:34:20
DS-M79,Logan Blvd (W),TG3,NBCR Lower (NSC Confluence),Stickney,7/24/2016 18:58,7/24/2016 22:06,:03:08:00
DS-M03,67th St ext. (E),TG1,CSSC Lower (SWRP),Stickney,7/24/2016 19:17,7/24/2016 22:43,:03:26:44
DS-M10,Lombard Ave (N),TG2,CSSC Lower (SWRP),Stickney,7/24/2016 22:49,7/24/2016 22:51,:00:01:12
DS-M10,Lombard Ave (N),TG3,CSSC Lower (SWRP),Stickney,7/24/2016 22:50,7/24/2016 22:51,:00:01:12
DS-M105W,Greenwood St & McCormick Blvd (W),TG1,NSC Upper (NSWRP),Stickney,7/24/2016 18:32,7/24/2016 23:04,:04:31:56
DS-M15,Kenton Ave (Kostner Ave Ext.) (N),TG2,CSSC Upper (SWRP),Stickney,7/24/2016 19:17,7/24/2016 23:05,:03:48:12
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,7/24/2016 18:51,7/24/2016 23:23,:04:32:00
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,7/24/2016 19:09,7/25/2016 0:00,:04:50:59
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,7/24/2016 19:07,7/25/2016 0:00,:04:52:23
"DS-D44,45",Blackhawk Rd ext. (E),TG1,DesPlaines Lower,Stickney,7/25/2016 0:00,7/25/2016 0:10,:00:10:33
DS-D48,40th St. ext. (40th St. & Haas) (E),TG1,DesPlaines Lower,Stickney,7/25/2016 0:00,7/25/2016 0:11,:00:11:13
"DS-D44,45",Olmstead Rd (N),TG2,DesPlaines Lower,Stickney,7/24/2016 19:07,7/25/2016 1:34,:06:27:09
DS-D49,Ogden Ave (SW wing wall of the bridge) (W),TG1,DesPlaines Lower,Stickney,7/24/2016 19:06,7/25/2016 4:53,:09:47:36
"DS-M27,DS-M28,& DS-M29 (RAPS)",Racine Ave P.S. (S),All,SF SB Chicago R,Pumping Station Racine Avenue,7/24/2016 20:20,7/25/2016 7:25,:11:05:00
DS-M40,Normal Ave (S),TG2,SB Chicago R,Stickney,7/24/2016 19:23,7/25/2016 8:56,:13:33:12
DS-M40,Normal Ave (S),TG1,SB Chicago R,Stickney,7/24/2016 19:22,7/25/2016 8:56,:13:34:12
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,8/12/2016 20:29,8/12/2016 23:26,:02:57:00
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,8/13/2016 0:32,8/13/2016 2:31,:01:59:00
DS-M90 & DS-M91 (NBPS),North Branch P.S. (E),All,NBCR Lower (NSC Confluence),Pumping Station North Branch,8/20/2016 9:14,8/20/2016 15:00,:05:46:00
